,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,篇名,作者,关键词,摘要
442,442,442,442,442,442,大蒜营养活性物质不可分割的整体性及其总提取物的替抗潜力,张吉鹍,"药食同源,蒜氨酸,大蒜油,大蒜多糖,硫代亚磺酸酯,增免,抗菌,抗病毒","文章指出了破碎大蒜中的营养活性物质作为一个不可分割的整体成为大蒜营养保健及各种药理作用的物质基础.大蒜总提取物(TGE)不仅包括破碎大蒜的全部营养活性物质,而且在其提取过程中,产生了新的营养活性物质.通过比较天然饲用大蒜素、大蒜油及化工合成大蒜素所含的营养活性物质,认为只有TGE含有超过破碎大蒜的全部营养与营养活性物质,具备饲用替抗的物质基础,有着巨大的替抗潜力,是最具竞争力的替抗产品之一."
443,443,443,443,443,443,《食疗本草》中常用药材非药用部位应用价值分析与思考,"吕丹,李文林,杨丽丽,曾莉,朱建光,段金廒,李玥","食疗本草,药食同源,拓展的药(食)部位,一体多用,中药资源","《食疗本草》收载了大量药食两用的中药植物资源,详细陈列了相关植物不同部位的食性、食忌、食方与功效,不仅弥补了当代人食疗思想的缺失,其关于中药一体多用的记载也为当今中药资源的再利用提供了线索.从中药植物的一体多用角度出发,排除应用部位单一的中药植物,对《食疗本草》中一体多用的植物种类进行筛选与统计,根据临床、教材或生活应用习惯,探讨在习用基础上拓展的药(食)用部位的应用价值.结果发现,同一植物的不同部位,既有药性、药效相近或相同的情况,也有部位不同、功效相异的情况;部分同科不同种(属)植物也显示出一定的资源开发潜力."
444,444,444,444,444,444,基于SWOT-PEST模型的湖南省青钱柳产业竞争态势分析,鞠邦青,"青钱柳,湖南省,SWOT-PEST,产业扶贫模式,药食同源","自野生青钱柳被称为植物界的""大熊猫"",医学界的""第三棵树"",其化学成分具有明显的降血糖、降血脂等功效.文章采用SWOT-PEST模型对湖南省青钱柳产业竞争态势进行系统分析,总结了影响青钱柳产业发展的因素,从而得出湖南省青钱柳产业未来发展的方向,并从政府、科技创新、企业三个维度提出了湖南省青钱柳产业发展对策."
445,445,445,445,445,445,从银翘散探析吴鞠通治病思想,"翟云云,张思超","银翘散,吴鞠通,治上焦如羽,寒湿并用,预护其虚,药食同源","解析银翘散立法、方药及煎服方式,探究吴氏“治上焦如羽,非轻不举”的学术思想;归纳治上焦寒温并用及预护其虚的治病思路,并结合药食同源的配伍、养生方法,探讨食疗药物在日常生活中的应用体现,以期为临床治病提供理论依据."
446,446,446,446,446,446,雾霾对人体的危害及其护理对策,"孙迪,王东梅","雾霾,空气污染,PM.,危害,药食同源,护理","近年来,城市空气污染普遍严重化,雾霾带来的一系列健康问题日益得到关注.雾霾病为湿邪之病,湿浊致病种类繁多.本研究对雾霾的概念及危害进行阐述,并提出选择有效的防霾口罩、肺功能锻炼、穴位艾灸、中药熏眼、药食同源等一系列调护思路."
447,447,447,447,447,447,甘草及其制品在牙膏中的应用,"陈保华,高颖","甘草制品,药食同源,牙膏,应用","甘草属于药食同源植物,也是我国广泛使用的传统中药.其有效成分甘草酸及其衍生物具有甜味纯正、抗菌消炎、脱敏止痒、消除溃疡、防止龋齿、清新口气等功能,已经被广泛用于功效性牙膏和其他口腔疾病的预防和治疗.介绍了甘草及其制品在食品、药品、化妆品、饲料、烟草等行业的应用,重点总结了甘草制品用于牙膏、漱口水等口腔用品的作用及其优点."
448,448,448,448,448,448,《既是食品又是药品的物品名单》修订概况,"阙灵,杨光,李颖,单锋,陈敏,黄璐琦","《既是食品又是药品的物品名单》,药食同源,名录修订,食品","《既是食品又是药品的物品名单》(“药食同源”名录)产生和修订主要是为了协调解决中药具有药品和食品双重属性的管理问题.随着中医药大健康市场的发展壮大,名录内容日益受到消费者、企业、政府的重视.笔者回顾了“药食同源”名录修订的历史沿革,在阐述《按照传统既是食品又是中药材的物质目录》修订原因的基础上,对本次名录的修订依据及原则、修订程序、修订内容和修订意义进行了详细的说明,并对药食同源物质的发展潜力进行展望.本文对“药食同源”的研究、理解和应用方面具有重要意义."
449,449,449,449,449,449,国内营养保健型挂面的研究现状及思考,"雷艳,谢惠波","保健,挂面,药食同源","慢性病的高发及人们对健康的重视,促使具有补益和预防疾病作用的功能性食物受到推崇和重视.食疗是我国的传统文化,具有预防和辅助治疗慢性病的作用.挂面是我国的传统主食之一,如何将食疗理念运用在挂面中,开发出具有保健功能的挂面,成为食品工业的研究方向.基于此,笔者对目前国内营养保健型挂面的研究现状进行综述,分析功效成分检测及功能性评价缺乏、开发不科学等问题,提出加强药食同源保健型挂面的发展方向."
450,450,450,450,450,450,浅谈蚕桑食品基料的开发与应用,"张炫,刘子放,梁鹏,刘军,张友胜,王艺国,杜昌陈,古任东","蚕桑资源,药食同源,食品基料,功能特性","由于蚕桑资源""药食同源""的特性已被人们广泛关注,故将其加工成食品基料应用在食品和保健品行业,成为提升其附加值的有效途径之一.对蚕桑资源的营养价值、功能特性及其开发应用进行了简要阐述,并探讨蚕桑食品基料的加工工艺及利用现状,提出蚕桑食品基料开发利用存在的问题和解决措施,并对未来发展趋势进行预测."
451,451,451,451,451,451,从“神农尝百草”看本草起源的神话建构,贾利涛,"神农,本草起源,神话,药食同源","“神农尝百草”神话对审视中国农业起源和医药起源皆具有重要意义.神农被奉为医药之祖是经过漫长历史发展形成的,在形成过程中受到“神农尝百草”神话的显著影响.药食同源中的神农多重角色的交叉显示本草起源的神话建构;“神农尝百草”能够固定下来并形成强大的影响力与《神农本草经》的托名密不可分,“神农尝百草”建构的本草起源图景时至今日依然具有深远影响力."
452,452,452,452,452,452,心脏疾病的药膳食疗,李晓梦,"心脏疾病,保护心脏,药膳食疗方,食物,制作方法,药物,药食同源,心脏功能,方剂,医学,特色,食品,读者","利用药膳保护心脏是传统医学中的一大特色.根据药食同源的原则,采用药物与食物相结合,制作出许多有助于保护心脏功能的药膳食疗方剂,这些方剂有别于普通药物或食物,是一种有食物美味的能起到食借药力、药助食威的特殊药食品,二者相辅相成,共同负担起保护心脏的作用.本文就几种常见的保护心脏的药膳食疗方及其制作方法作介绍,读者可以选用."
453,453,453,453,453,453,野生马齿苋粗提物体外的抑菌试验,张广强,"野生,马齿苋汁,物体,二甲基亚硝胺,草本植物,药食同源,化学合成,中草药,适应性,马齿菜,苋科,肉质,临床,分布,防癌,长命","马齿苋(PortulacaoleraceaL.)是马齿苋科马齿苋属的一年生肉质草本植物,又名马齿草、马齿菜、长命菜,是适应性极强、分布极为广泛的一种药食同源的植物.马齿苋作为传统的中草药,在临床上被广泛利用.崔旻等研究结果表明,鲜马齿苋汁和马齿苋籽汁均能明显阻断N-二甲基亚硝胺(NDMA)的化学合成,对防癌具有重要意义."
454,454,454,454,454,454,中药零食不能随便吃,邬民,"中药,零食,药食同源,零售药店,产品,消费者,酸梅汤,山楂糕,润喉糖,金银花,果丹皮,龟苓膏,茯苓饼,阿胶枣,专柜,原料,选择,特性,首乌,品种","走进超市,不难发现龟苓膏、酸梅汤、果丹皮、阿胶枣、茯苓饼、金银花、首乌茶、润喉糖、山楂糕等各种含中药或药食同源原料的零食,我们暂且叫它们“中药零食”吧.这些产品在零售药店也有专柜,品种更多.选择这些中药零食的消费者多是女性,她们普遍认为这些产品具有中药和零食的两重特性,既能饱口福,又能保健治病."
455,455,455,455,455,455,创新驱动促进畜牧养殖业健康发展,"方文棋,吴阳开,范文胜","创新,养殖业,食药同源","畜牧养殖的现代化是改变传统养殖模式、提升畜牧养殖经济效益和市场竞争力的必然趋势.文章从畜禽养殖污染现状及产生的原因、目前应对措施的困难与不足,提出技术创新、无抗养殖、食药同源等方面对畜牧业健康发展的重要推动作用.并从现代畜牧养殖入手,通过智能化的养殖设备、完善的动物防疫体系、有效搭建完备的养殖信息平台,以及技术的改革创新,达到促进养殖行业的华丽转身."
456,456,456,456,456,456,品味本草中国涵育人文精神,江舟,"中国,高中思想政治课教学,中医药文化,政治课程内容,哲学思想,药食同源,人文内涵,民族精神,课程目标,大医精诚,本草纲目,人品质,资源,智慧,诊脉,药方,素材,实践,神农,青蒿","中医药文化给思想政治课教学提供了丰富的增智素材和育德资源.从神农尝百草到“望闻问切”的诊脉方法,先人实践凝聚着中国智慧;从“药食同源”到《本草纲目》,本草药方蕴含着哲学思想;从“大医精诚”到“青蒿抗疟”,匠人品质丰富了民族精神.笔者试结合高中思想政治课程内容,基于中医药文化的人文内涵,探讨中医药文化在高中思想政治课教学中的价值,以期实现思想政治课增智与育德并生的课程目标."
457,457,457,457,457,457,"食能以时,身必无灾",娄琳丽,"饮食,中医,养生,药食同源","《吕氏春秋?尽数》云""凡食无强厚,味无以烈味重酒,是以谓之疾首.食能以时,身必无灾.凡食之道,无饥无饱,是之谓五藏之葆.口必甘味,和精端容,将之以神气.百节虞欢,咸进受气.饮必小咽,端直无戾.""然今时之人因为随着生活水平的普遍提高,饮食方面更是过多的肥甘厚味,以致高血压、高血脂、高血糖""三高""患者亦日益增多.其次因不懂药食同源之理而滥用药物,进补不当,以上种种现象都表明正确的中医养生文化急需传播,让更多人懂得保护自己的身体."
458,458,458,458,458,458,薄荷玫瑰茶:清凉提神、疏通气血,张三,"薄荷,玫瑰茶,玫瑰花,中医药大学,主任医师,药用价值,药食同源,理气解郁,活血散瘀,附属医院,止痛,王超,食物,女人,河南,功效,调经,爱情","河南中医药大学第一附属医院主任医师王超凡:作为一个女人,如果仅仅知道玫瑰花代表爱情,那就对玫瑰花太不了解了.玫瑰花是药食同源的食物,药用价值也很大.中医认为,玫瑰花味甘微苦、性温,最明显的功效就是理气解郁、活血散瘀、调经止痛."
459,459,459,459,459,459,"食育,让每个孩子拥有舌尖上的素养——访上海市浦东新区建平实验小学副校长王叶频",蔡诗诗,"舌尖,素养,上海市,浦东新区,实验小学,医食同源,身体健康,日本,明治时期,概念,营养学,药剂师,基本法,副校长,著作,中国,智育,体育,食物,模糊","“‘食育’一词最早源于年,日本明治时期的著名军医、药剂师石琢左玄,在其著作中提出了这个概念.当时,还没有人把营养学当做学问,石琢根据‘医食同源’的道理,提出食物和身体健康的关系,并主张‘体育、智育、才育即食育’.”上海建平实验小学副校长王叶频告诉记者,日本早在年就颁布了《食育基本法》,但是中国至今对于食育的概念仍然模糊且不重视.建平实验小学近十年来始终致力于食育课程的发展与完善,力求每一位建平学子都能拥有“舌尖”上的素养."
460,460,460,460,460,460,青年人为何青睐枸杞子,杨璞,"青年人,枸杞子,健康的需求,药食同源,时间段,中药,医药,药酒,压力,商品,祛病,男性","“双”期间,后、后在天猫医药购买量最多的是枸杞子类商品.为什么在那么多药食同源的中药里面,偏偏枸杞子的购买量脱颖而出呢?仔细分析一下也不难理解._xD_
枸杞子入酒补身祛病_xD_
很多后、后,尤其是男性,基本到了事业相对稳定但压力较大的时间段,这个阶段对于健康的需求比任何时候都要强烈.枸杞子泡的酒是最常见的药酒之一."
